id,title,keywords,ratings,confidences,withdraw,review_lengths
bjPPypbLre,Making Substitute Models More Bayesian Can Enhance Transferability of Adversarial Examples,"['Adversarial Examples', 'Black-box Attacks', 'Adversarial Transferability']","[6, 8, 5]","[3, 4, 4]",0,"[231, 332, 597]"
75O7S_L4oY,Learning Group Importance using the Differentiable Hypergeometric Distribution,"['hypergeometric distribution', 'weakly-supervised learning', 'reparameterization trick', 'group importance', 'variational clustering', 'gumbel softmax']","[6, 8, 6, 8]","[2, 3, 2, 3]",0,"[461, 245, 189, 248]"
WP0zFLrO01,Convergence Rate of Primal-Dual Approach to Constrained Reinforcement Learning with Softmax Policy,"['Constrained Reinforcement Learning', 'Constrained Markov Decision Process']","[3, 1, 3, 6]","[4, 4, 5, 5]",0,"[148, 547, 289, 316]"
pvgEL1yS3Ql,Cross-Layer Retrospective Retrieving via Layer Attention,"['Layer Attention', 'Recurrent Layer Attention', 'Layer Interaction', 'CNNs', 'Vision Transformers', 'Vision Networks']","[6, 8, 5, 5]","[5, 4, 4, 3]",0,"[368, 275, 481, 305]"
8zsK9lbna9L,RephraseTTS: Dynamic Length Text based Speech Insertion with Speaker Style Transfer,[],"[3, 6, 6, 5]","[4, 2, 4, 4]",0,"[448, 496, 191, 330]"
kqHkCVS7wbj,Decision S4: Efficient Sequence-Based RL via State Spaces Layers,"['Sequential RL', 'S4', 'Decision transformers']","[5, 6, 6]","[4, 4, 4]",0,"[312, 297, 372]"
gvOSQjGTtxj,Deep autoregressive density nets vs neural ensembles for model-based offline reinforcement learning,"['Offline reinforcement learning', 'batch reinforcement learning', 'ensemble', 'autoregressive', 'D4RL', 'model-based']","[3, 6, 5]","[4, 3, 4]",0,"[228, 441, 447]"
Z2oC6xxaWPL,Light and Accurate: Neural Architecture Search via Two Constant Shared Weights Initialisations,"['neural architecture search', 'zero-cost', 'machine learning']","[5, 5, 6, 5]","[5, 3, 4, 4]",0,"[382, 688, 316, 329]"
mnVf1W6ipGm,Unveiling the sampling density in non-uniform geometric graphs,"['graph neural network', 'graph representation learning', 'spectral method', 'non-uniform sampling', 'geometric graph', 'graphon']","[5, 6, 5]","[2, 3, 4]",0,"[218, 530, 837]"
Lgp4Y2Tor34,Smooth image-to-image translations with latent space interpolations,"['image-to-image translation', 'GANs', 'mixup', 'latent spaces interpolation']","[3, 6, 3, 5]","[4, 2, 4, 4]",0,"[185, 235, 273, 478]"
LNpMtk15AS4,Boosting Causal Discovery via Adaptive Sample Reweighting,"['Causal Structure Learning', 'Score-based Causal Discovery', 'Adaptive Sample Reweighting']","[6, 5, 6, 8]","[4, 4, 3, 4]",0,"[358, 804, 231, 523]"
BdcfKgE9dhF,Robust Training through Adversarially Selected Data Subsets,"['Subset selection', 'Robust learning']","[6, 6, 5, 6]","[3, 3, 4, 2]",0,"[418, 321, 342, 508]"
i8AnfJYMvz,Beyond Reward: Offline Preference-guided Policy Optimization,"['offline reinforcement learning', 'preference-based reinforcement learning', 'hindsight information matching', 'preference-guided policy optimization']","[6, 3, 3, 8]","[2, 4, 4, 3]",0,"[229, 545, 1132, 411]"
SEcSahl0Ql,Iterative Circuit Repair Against Formal Specifications,"['sequential circuits', 'repair', 'synthesis', 'transformer']","[5, 5, 6, 6]","[3, 2, 3, 3]",0,"[508, 240, 236, 458]"
dyifcA9UuRo,Neural Probabilistic Logic Programming in Discrete-Continuous Domains,"['neural-symbolic AI', 'logic', 'probability', 'neural networks', 'probabilistic logic programming', 'neuro-symbolic integration', 'learning and reasoning']","[6, 8, 5, 5, 5]","[4, 4, 4, 3, 4]",0,"[576, 534, 191, 452, 400]"
UazgYBMS9-W,Can BERT Refrain from Forgetting on Sequential Tasks? A Probing Study,"['Natural Language Processing', 'Probing Study']","[3, 6, 6]","[4, 2, 3]",0,"[585, 1037, 659]"
3c13LptpIph,Behavior Proximal Policy Optimization ,"['Offline Reinforcement Learning', 'Monotonic Policy Improvement']","[3, 5, 6, 3, 5]","[3, 4, 3, 4, 3]",0,"[800, 923, 167, 550, 270]"
j7MnZOwaQ__,UiTTa: Online Test-Time Adaptation by User Interaction,"['Test-time Adaptation', 'Human-AI Interaction', 'Model Robustness', 'Distribution Shift']","[5, 5, 5, 5]","[4, 4, 4, 4]",0,"[679, 552, 350, 304]"
eZN8nUXAVO7,FedGC: An Accurate and Efficient Federated Learning under Gradient Constraint for Heterogeneous Data,"['Federated Learning', 'Non-IID data']","[3, 5, 6]","[4, 4, 4]",0,"[566, 936, 367]"
xfqDe72zh41,Actionable Neural Representations: Grid Cells from Minimal Constraints,"['Grid Cells', 'Representation Theory', 'Theoretical Neuroscience', 'Normative Models']","[8, 6, 3]","[3, 3, 4]",0,"[570, 396, 689]"
KL6i1IdwQ6z,xTrimoDock: Cross-Modal Transformer for Multi-Chain Protein Docking,[],"[5, 8, 5]","[4, 3, 5]",0,"[272, 269, 589]"
ueEMZjY9WiM,Compression-aware Training of Neural Networks using Frank-Wolfe,"['compression aware', 'neural network', 'frank-wolfe', 'pruning']","[8, 3, 3, 6]","[3, 4, 4, 4]",0,"[258, 295, 229, 410]"
l6CpxixmUg,Modeling content creator incentives on algorithm-curated platforms,"['Nash equilibria', 'producer incentives', 'attention monetizing platforms', 'recommenders', 'differentiable games', 'exposure game']","[6, 6, 8]","[3, 4, 3]",0,"[485, 786, 977]"
ashgrQnYsm,MBrain: A Multi-channel Self-Supervised Learning Framework for Brain Signals,"['brain signals', 'self-supervised learning', 'multi-channel time series', 'seizure detection']","[5, 5, 6, 8, 3]","[4, 3, 3, 4, 4]",0,"[190, 200, 752, 244, 693]"
d5U-bPKPde,Group-Disentangling Conditional Shift,"['group disentanglement', 'variational autoencoders', 'conditional shift']","[5, 3, 3, 3]","[2, 3, 4, 5]",0,"[182, 355, 453, 522]"
oL2uVCVlyf,When and Why Is Pretraining Object-Centric Representations Good for Reinforcement Learning?,"['object-centric representation', 'reinforcement learning']","[5, 5, 6, 3]","[2, 2, 4, 4]",0,"[246, 521, 671, 865]"
j1HyTEWHTT,Face reconstruction from facial templates by learning latent space of a generator network,[],"[6, 6, 6, 5]","[4, 4, 5, 3]",0,"[120, 235, 158, 312]"
jevY-DtiZTR,Mole-BERT: Rethinking Pre-training Graph Neural Networks for Molecules,['graph neural networks'],"[5, 6, 8, 6]","[4, 4, 3, 3]",0,"[463, 587, 497, 317]"
5T80c_5NSbV,"A sparse, fast, and stable representation for multiparameter topological data analysis","['Topological Data Analysis', 'Algebraic Topology', 'Persistent Homology', 'Kernel Methods']","[5, 6, 6]","[3, 1, 2]",0,"[829, 163, 359]"
hZ2H2Ps5dp6,What's in a name? The Influence of Personal Names on Spatial Reasoning in BLOOM Large Language Models,"['BLOOM', 'Bias', 'Large Language Model']","[3, 3, 5, 3]","[4, 4, 4, 4]",0,"[213, 487, 765, 539]"
dXmWWc7GHVU,Contrastive Representation Learning for Multi-scale Spatial Scenes,[],"[1, 5, 5, 8]","[1, 2, 3, 3]",0,"[289, 544, 261, 467]"
KNSRDB-clPX,Improving Protein Interaction Prediction using Pretrained Structure Embedding,"['pretrianing', 'protein', 'PPI']","[3, 3, 3, 3]","[4, 4, 4, 4]",0,"[424, 129, 269, 469]"
FLr9RRqbwB-,Batch Normalization and Bounded Activation Functions,"['Batch Normalization', 'Activation Functions', 'Saturation', 'Sparsity']","[3, 5, 5, 5]","[3, 3, 2, 4]",0,"[671, 406, 242, 1018]"
dC31wEs-hsV,Versatile Energy-Based Models for High Energy Physics,"['Generative modeling', 'Energy-based models', 'Out-of-distribution detection']","[1, 3, 5, 3]","[3, 3, 3, 4]",0,"[458, 263, 806, 236]"
tcHwiu6CJ_B,MEDOE: A Multi-Expert Decoder and Output Ensemble Framework for Long-tailed Semantic Segmentation,"['semantic segmentation', 'long-tailed distribution']","[5, 5, 5, 5]","[3, 4, 4, 4]",0,"[461, 414, 499, 158]"
oiwXWPDTyNk,Concept-level Debugging of Part-Prototype Networks,"['explainability', 'debugging', 'self-explainable networks', 'part-prototype networks', 'concept-based models']","[8, 8, 8, 6]","[3, 5, 4, 4]",0,"[179, 89, 337, 613]"
_q7A0m3vXH0,Geometrically regularized autoencoders for non-Euclidean data,"['autoencoders', 'Riemannian geometry', 'non-Euclidean data', 'regularization', 'score estimation']","[5, 5, 6]","[3, 3, 3]",0,"[313, 600, 295]"
FmpRQpQLs5J,Model-based Unknown Input Estimation via Partially Observable Markov Decision Processes,"['unknown input estimation', 'partially observable markov decision process', 'model-based reinforcement learning', 'model predictive control', 'cross-entropy method', 'dynamics modeling']","[3, 6, 1, 5]","[4, 3, 5, 3]",0,"[656, 312, 339, 233]"
P63GxgD7LIl,TransFool: An Adversarial Attack against Neural Machine Translation Models,"['Adversarial attack', 'deep neural network', 'language model', 'natural language processing', 'neural machine translation', 'robstness.']","[5, 6, 6, 3]","[4, 4, 4, 5]",0,"[266, 286, 373, 672]"
OhjGzRE5N6o,Protein Sequence Design in a Latent Space via Model-based Reinforcement Learning,"['Biological sequence design', 'Model-based reinforcement learning', 'Protein design', 'Representation learning']","[8, 3, 3, 3]","[4, 4, 4, 5]",0,"[1145, 649, 720, 1041]"
IlkQffBxiC7,Breaking Large Language Model-based Code Generation,"['large language models', 'code generation', 'controlled generation', 'attacks', 'reliability', 'reinforcement learning']","[3, 6, 3]","[3, 3, 4]",0,"[481, 296, 820]"
9Y0P3YoERSy,The GANfather: Controllable generation of malicious activity to expose detection weaknesses and improve defence systems.,[],"[3, 1, 1]","[4, 4, 5]",0,"[423, 245, 1443]"
HlRfoQDDj-V,Proximal Validation Protocol,[],"[5, 3, 5, 3]","[3, 3, 4, 4]",0,"[808, 199, 669, 317]"
VBTJqqWjxMv,A Message Passing Perspective on Learning Dynamics of Contrastive Learning,[],"[8, 5, 8]","[4, 4, 3]",0,"[247, 770, 299]"
yBOlJNIX0jN,Farsighter: Efficient Multi-step Exploration for Deep Reinforcement Learning,[],"[1, 3, 3, 3]","[5, 4, 4, 4]",0,"[1128, 1934, 483, 935]"
iEE0MadUaZh,Help Me Explore: Combining Autotelic and Social Learning via Active Goal Queries,"['Exploration', 'Teachability', 'Autotelism', 'Social Interaction', 'Curriculum Learning']","[1, 3, 6, 5]","[4, 4, 5, 4]",0,"[1282, 426, 865, 468]"
dqZ_GFn7Nuh,AUTOMATIC CURRICULUM FOR UNSUPERVISED REIN- FORCEMENT LEARNING,[],"[6, 5, 1]","[3, 3, 3]",0,"[187, 591, 362]"
krcFYSfcbhx,Exploiting Personalized Invariance for Better Out-of-distribution Generalization in Federated Learning,"['Federated Learning', 'Out-of-distribution Generalization', 'Non-IID', 'Personalization', 'Invariant Learning']","[3, 5, 5, 6]","[4, 3, 3, 2]",0,"[374, 226, 1020, 228]"
vNrmEgfGIg3,Filtered Semi-Markov CRF,"['Structured prediction', 'Text segmentation', 'Named Entity Recognition']",[],[],0,[]
n1bLgxHW6jW,Zeroth-Order Optimization with Trajectory-Informed Derivative Estimation,"['zeroth-order optimization', 'derivative estimation', 'finite difference']","[6, 8, 5]","[3, 2, 2]",0,"[193, 229, 533]"
6apN9AQ-3fN,Distance VS. Coordinate: Distance Based Embedding Improves Model Generalization for Routing Problems,"['routing problems', 'travelling salesman problem', 'combinatorial optimization', 'pickup and delivery', 'embedding']","[5, 3, 3, 3]","[3, 4, 5, 4]",0,"[288, 767, 275, 383]"
9pA3oXBwYh7,Towards biologically plausible Dreaming and Planning,"['Reinforcement Learning', 'Model based', 'Biologically Plausible']","[3, 6, 3, 1]","[3, 3, 3, 3]",0,"[1191, 403, 433, 427]"
5iibKv7Wk8W,Mixture of Basis for Interpretable Continual Learning with Distribution Shifts,"['continual learning', 'lifelong learning', 'distribution shift', 'interpretable learning', 'semi-supervised learning']","[3, 5, 1, 3]","[3, 4, 5, 3]",0,"[362, 685, 321, 464]"
6s5HaPx6ndR,Extracting Meaningful Attention on Source Code: An Empirical Study of Developer and Neural Model Code Exploration,"['eye-tracking', 'transformers', 'self-attention', 'code exploration', 'source code', 'neural models of code']","[5, 6, 5, 3, 6]","[4, 3, 4, 4, 3]",0,"[599, 559, 799, 264, 997]"
T6NIgvKRb7b,Denoising Differential Privacy in Split Learning,[],"[6, 6, 5, 3]","[4, 3, 4, 4]",0,"[181, 296, 544, 295]"
6BHlZgyPOZY,Neuroevolution is a Competitive Alternative to Reinforcement Learning for Skill Discovery,[],"[6, 8, 6, 3]","[4, 3, 3, 3]",0,"[561, 235, 340, 694]"
FhYkgzYNMQ7,On Representation Learning in the First Layer of Deep CNNs and the Dynamics of Gradient Descent,[],"[3, 5, 3, 5]","[3, 3, 3, 4]",0,"[753, 674, 314, 789]"
FzKeidp3qnB,Learning Layered Implicit Model for 3D Avatar Clothing Representation,"['Geometric Representation', '3D Cloth', 'Human Body', 'Implicit Surface']","[3, 5, 5, 3]","[4, 4, 3, 4]",0,"[223, 437, 580, 659]"
mNk7mgWZcJa,Scrunch: Preventing sensitive property inference through privacy-preserving representation learning,"['privacy', 'machine learning as a service', 'center loss']","[3, 3, 3]","[4, 5, 2]",0,"[369, 757, 296]"
_JScUk9TBUn,Uniform-in-time propagation of chaos for the mean field gradient Langevin dynamics,"['Neural network optimization', 'mean-field regime', 'interacting particle system', 'propagation of chaos']","[6, 6, 6, 5, 8]","[1, 3, 3, 3, 3]",0,"[189, 435, 468, 843, 332]"
uV1A7jemwS8,GM-VAE: Representation Learning with VAE on Gaussian Manifold,"['VAE', 'Representation learning', 'Hyperbolic space', 'Distribution on Riemannian manifold', 'Information geometry']","[3, 3, 3]","[3, 2, 3]",0,"[614, 287, 263]"
-SBZ8c356Oc,Improving Adversarial Robustness by Putting More Regularizations on Less Robust Samples,"['Adversarial Training', 'Adversarial Attack', 'Robust Learning']","[6, 8, 5, 3]","[4, 4, 5, 4]",0,"[382, 243, 366, 470]"
xOPd5QO_5RT,Generalizable Multi-Relational Graph Representation Learning:  A Message Intervention Approach,"['Multi-Relational Graph', 'Causal Inference', 'Representation Learning', 'Graph Neural Network']","[3, 3, 3, 10, 1]","[4, 4, 3, 3, 4]",0,"[334, 392, 713, 123, 255]"
Opcegzztjay,Causal Explanations of Structural Causal Models,"['explanatory interactive learning', 'explainable artificial intelligence', 'causal explanations', 'structural causal models', 'user study']","[3, 8, 6]","[4, 4, 3]",0,"[613, 892, 278]"
_i0-12XqVJZ,Asynchronous Distributed Bilevel Optimization,[],"[5, 5, 5]","[4, 4, 3]",0,"[264, 382, 362]"
PfPrnKDtvIG,Multi-Agent Reinforcement Learning with Shared Resources for Inventory Management,"['Multi-Agent Reinforcement Learning', 'Inventory Mangement']","[5, 6, 3, 5]","[4, 4, 3, 3]",0,"[359, 247, 670, 1101]"
YPKBIILy-Kt,Confidence-Based Feature Imputation for Graphs with Partially Known Features,"['Graph neural networks', 'Graphs', 'Missing features']","[6, 3, 6]","[2, 3, 1]",0,"[343, 222, 158]"
Gkbxt7ThQxU,Explicitly Maintaining Diverse Playing Styles in Self-Play,"['Reinforcement learning', 'evolutionary algorithm', 'self-play', 'diverse playing styles', 'high skill levels']","[3, 6, 3]","[4, 4, 3]",0,"[602, 709, 1001]"
9gRIOMVLCiH,Toward Learning Geometric Eigen-Lengths Crucial for Robotic Fitting Tasks,"['Visual Representation Learning', 'Shape Understanding']","[5, 6, 8, 3]","[3, 3, 4, 3]",0,"[186, 665, 311, 589]"
by_KjUv-7YC,Text2Model: Model Induction for Zero-shot Generalization Using Task Descriptions,"['zero-shot learning', 'vision and language']","[3, 5, 3, 3]","[3, 5, 4, 4]",0,"[370, 432, 545, 983]"
WHlt5tLz12T,LiftedCL: Lifting Contrastive Learning for Human-Centric Perception,"['contrastive learning', 'human-centric perception']","[8, 5, 8]","[4, 3, 3]",0,"[490, 613, 261]"
JmC_Tld3v-f,Individual Privacy Accounting with Gaussian Differential Privacy,"['differential privacy', 'gaussian differential privacy', 'fully adaptive compositions', 'privacy accounting', 'individual privacy loss']","[6, 5, 5, 6]","[3, 3, 4, 3]",0,"[234, 189, 638, 683]"
CBfYffLqWqb,Evolving Populations of Diverse RL Agents with MAP-Elites,[],"[5, 5, 6]","[3, 4, 3]",0,"[285, 500, 746]"
aMbzoO5go4r,Deconfounded Noisy Labels Learning,"['Noisy labels learning', 'image classification', 'causal inference.']","[5, 3, 5, 3]","[3, 4, 4, 3]",0,"[622, 294, 513, 351]"
JpbLyEI5EwW,Implicit Bias in Leaky ReLU Networks Trained on High-Dimensional Data ,"['implicit bias', 'gradient descent', 'gradient flow', 'neural networks']","[8, 3, 6, 10]","[4, 4, 4, 4]",0,"[224, 827, 370, 346]"
MIy9IfYlecR,Learning Test Time Augmentation with Cascade Loss Prediction,[],"[3, 3, 3, 3]","[3, 4, 4, 3]",0,"[284, 406, 207, 421]"
FkRMv-mlSTy,Adaptive Computation with Elastic Input Sequence,"['Adaptive computation', 'dynamic allocation of computation budget.']","[5, 5, 6, 3]","[3, 3, 5, 4]",0,"[325, 214, 585, 617]"
FHZUqgxIBYn,Opportunistic Actor-Critic (OPAC) with Clipped Triple Q-learning,"['Model-free Deep RL', 'Actor-Critic', 'Estimation Bias', 'Continuous Control']","[3, 3, 3, 5]","[4, 4, 5, 4]",0,"[557, 576, 268, 309]"
odI2OpMFq-D,Optimizing Data-Flow in Binary Neural Networks,"['Binary', 'Networks', 'Quantization', '1-bit']","[3, 3, 3, 3]","[4, 4, 4, 5]",0,"[358, 114, 258, 525]"
rmoMvptXK7M,Gray-Box Gaussian Processes for Automated Reinforcement Learning,[],"[8, 5, 5, 5]","[3, 4, 3, 3]",0,"[308, 504, 956, 494]"
pRCMXcfdihq,Protein Sequence and Structure Co-Design with Equivariant Translation,"['protein design', 'sequence structure co-design', 'equivariant translation', 'geometric deep learning']","[6, 3, 6, 6]","[4, 5, 3, 4]",0,"[516, 617, 224, 275]"
bnkvnbGEXnc,Deep Equilibrium Non-Autoregressive Sequence Learning,"['deep equilibrium model', 'non-autoregressive sequence-to-sequence']","[5, 5, 3, 5]","[3, 4, 4, 3]",0,"[1120, 691, 738, 503]"
qSCHRL8b96S,PTUnifier: Pseudo Tokens as Paradigm Unifiers in Medical Vision-and-Language Pre-training,"['medical analysis', 'vision-and-language', 'multi-modal learning']","[3, 5, 5]","[4, 4, 3]",0,"[262, 606, 382]"
5YHaMHg2Bfa,SGD Through the Lens of Kolmogorov Complexity,[],"[8, 5, 3, 6, 6, 6, 5]","[4, 3, 4, 2, 3, 3, 3]",0,"[350, 572, 867, 419, 451, 267, 1736]"
TZixgYj-oqI,Offline imitation learning by controlling the effective planning horizon,"['imitation learning', 'offline imitation learning', 'supplementary offline dataset']","[6, 5, 3, 6]","[3, 4, 4, 3]",0,"[378, 506, 1071, 736]"
z0_V5O9cmNw,Learning in temporally structured environments,"['1/f noise', 'Kalman filter', 'neural network', 'learning theory', 'optimizers']","[6, 5, 6, 8]","[3, 3, 3, 2]",0,"[540, 548, 584, 299]"
-4DiyBMgv9m,Identifying Phase Transition Thresholds of Permuted Linear Regression via Message Passing,[],"[3, 3, 6, 6, 1]","[3, 3, 2, 3, 4]",0,"[2489, 648, 290, 849, 1114]"
cB4N3G5udUS,RandProx: Primal-Dual Optimization Algorithms with Randomized Proximal Updates,"['optimization', 'randomized algorithm', 'stochastic algorithm', 'proximal splitting', 'proximity operator']","[5, 10, 3]","[4, 4, 3]",0,"[319, 336, 478]"
NI7StoWHJPT,Improving the Calibration of Fine-tuned Language Models via Denoising Variational Auto-Encoders,[],"[5, 3, 5]","[3, 4, 3]",0,"[587, 437, 556]"
2jcvy1htS_r,A Hierarchical Bayesian Approach to Federated Learning,"['Federated Learning', 'Bayesian Methods', 'Probabilistic Models']","[3, 5, 6, 6]","[3, 3, 3, 3]",0,"[648, 536, 409, 226]"
p48GR3rwtxf,Neural Representations in Multi-Task Learning guided by Task-Dependent Contexts,"['Learning Representations', 'Neural Geometry', 'Context-Dependent Decision Making', 'Attention Mechanisms']","[3, 3, 3, 3]","[3, 4, 4, 2]",0,"[449, 407, 382, 212]"
